Gene,Sample_1,Sample_2
MGST2,560.661159338,703.123942881
MGST3,1286.2335280084,1422.113935216
MIA,36.1442229836,60.8012371745
MIA2,146.2480560864,130.7866436323
MIA3,503.745812378,479.610305404
MICAL1,781.550623244,863.257327025
MICAL2,216.8056466464,228.2217270075
MICAL3,161.3898109123,110.1676260846
MICALL1,332.445593866,322.777811083
MICALL2,125.2057421803,171.95542126430001
MICB,948.981289078,879.174154355
MID1,69.1275245293,73.4602565328
MID1IP1,632.568815236,655.237990004
MID2,1154.569411129,1049.691038059
MIER2,113.3801146282,146.7673541633
MIF,5257.65864657,5430.75423433
MIIP,739.469543667,717.867072794
MINA,441.19446339900003,447.135936667
MINK1,493.047067464,522.949497292
MINPP1,260.232185081,346.4698694604
MIOS,804.426312897,794.378564263
MIP,133.5887203335,130.2860349955
MIPEP,111.893752847,109.3695476607
MIS12,533.737464372,550.246595678
MIS18A,384.988347445,366.186333976
MIS18BP1,75.9816942278,86.2547000474
MITF,224.7144172311,298.4665758452
MKI67,265.1469312538,286.7680216112
MKKS,479.644855635,468.40904946
MKL1,207.3217144415,237.0699713435
MKL2,416.990420876,361.247908258
MKLN1,189.8742528946,227.1806907453
MKNK1,1225.127343301,1270.083944623
MKNK2,5059.33326695,4391.25885978
MKRN1,2391.22530272,2125.71527604
MKRN2,501.667871666,479.34920594
MKRN3,92.3877955581,83.0815265202
MKS1,281.576467281,266.01292201
MLANA,102.286794124,94.6517797671
MLC1,50.7596892186,90.3883317464
MLEC,682.775639896,832.461753866
MLF1,127.2839934441,112.4183133632
MLF1IP,384.061865702,497.409481688
MLF2,895.898993309,967.725939524
MLH1,1917.66196771,1993.70526165
MLH3,275.711825883,275.408359918
MLL,464.669079611,453.966602049
MLL2,17.0292861301,18.5399223969
MLL4,78.6602230696,91.0453130466
MLLT1,5.6974374363,6.2596899901
MLLT10,253.003205489,225.85839398
MLLT11,783.259506626,702.19871471
MLLT3,372.865778928,388.3413502782
MLLT4,11.9744090774,13.1687261452
MLN,118.4667509309,114.0984340489
MLNR,54.9485962938,55.1295161081
MLPH,1009.410748329,1030.815274583
MLST8,166.2121406868,176.1589161296
MLX,697.469602456,716.903427448
MLXIP,316.533644662,340.414657337
MLXIPL,92.6156568354,88.8624438709
MLYCD,263.25589742,304.322508332
MMACHC,111.0910766013,118.1283868376
MMADHC,3269.43336928,3483.73771709
MMD,820.292673667,776.145395316
MME,45.0731317955,43.5872860886
MMP1,9.619871746,11.3399883926
MMP10,25.3572489834,27.9126318369
MMP11,131.6763570617,132.2087902821
MMP12,296.1102410916,903.9055880844
MMP13,23.9485570303,22.4870143299
MMP14,124.7284879292,139.3823766546
MMP15,12.8723226891,12.9490388579
MMP16,78.4814541152,76.0480160075
MMP17,60.4751295247,70.036824544
MMP19,87.4077359222,116.2552762626
MMP2,230.464021389,211.385711922
MMP20,28.0166311497,27.932210583
MMP24,53.2325774813,54.7675801975
MMP25,194.346621488,279.871245693
MMP26,190.8372125718,175.4008629046
MMP27,238.7485355498,208.4581959782
MMP28,17.5616631572,23.8331850077
MMP3,148.4419170398,132.4733523549
MMP7,280.7787478235,264.52037433
MMP8,140.6702533444,156.3464781938
MMP9,928.25225896,606.90262385
MMRN1,45.2061066646,47.0889675577
MMRN2,92.0698380479,94.4252768216
MMS19,861.363946363,865.010392315
MN1,133.2761728554,157.4401433125
MNAT1,88.0971915923,130.1278529081
MNDA,346.2319450634,1101.0580839341
MNS1,53.0360504471,54.7780952652
MNT,503.691979871,544.725873922
MNX1,43.9926133702,39.429278894
MOAP1,1930.792289502,1637.795487652
MOBKL1B,1655.221761984,1774.575564282
MOBKL2B,431.397165387,419.810491361
MOBKL3,1037.507963953,928.838823177
MOBP,104.8600971485,108.9888060327
MOCOS,145.5132162277,157.6122574269
MOCS1,91.1655126845,91.7073739176
MOCS2,231.2326468606,206.195310156
MOCS3,199.7987357751,196.1148928094
MOG,66.0550732664,59.753208665
MOGAT2,612.081457688,555.18491871
MOGS,486.499243972,577.287056768
MON1B,155.4334199966,196.5612444835
MON2,349.60585258,353.882353904
MORC1,13.9695020824,10.6999470824
MORC2,353.338893364,358.504441701
MORC3,598.832652131,554.923386386
MORC4,226.4033194452,212.4161519582
MORF4L2,3913.08303252,4580.45340792
MORN1,19.7781499346,22.4244371314
MOS,143.2043875242,148.976526326
MOSC1,66.198748731,97.2504091705
MOSC2,175.41605824090001,167.1812420394
MOSPD1,520.782450605,551.848987927
MOSPD2,566.065703429,529.897152882
MOSPD3,402.887756397,377.771491024
MOXD1,402.820224493,381.4457508778
MPDU1,1027.270008208,1048.340382359
MPDZ,143.4710995108,115.3744541973
MPG,378.091802468,424.6712208078
MPHOSPH10,314.9543926776,343.697000273
MPHOSPH6,955.701492289,979.653925034
MPHOSPH8,857.334243502,797.576255041
MPHOSPH9,105.1435192224,113.1341279272
MPI,284.282634439,278.104676218
MPL,25.5848410511,26.3972153839
MPO,83.6277046482,151.0712562091
MPP1,334.1586319725,492.7921923143
MPP2,366.172971432,354.21517901
MPP3,629.755398328,611.254061784
MPP5,126.2590700053,145.1417526373
MPP6,87.0023825259,93.9512553928
MPPE1,324.1951953554,382.0597498184
MPPED1,64.3600718697,71.2438447369
MPPED2,60.240665269,56.1253750093
MPRIP,1065.670983841,1081.3006711466
MPST,333.5238634353,433.0072968218
MPV17,214.0137652673,281.3556246215
MPZ,167.8615322783,167.965862509
MPZL1,492.252374242,505.573482104
MPZL2,30.4126908049,35.7777419714
MR1,280.395040464,318.139446601
MRAS,32.9571072158,34.4064257658
MRC2,265.298946344,322.038910879
MRE11A,175.3263537663,194.7388956477
MREG,358.6686461236,485.5360777506
MRFAP1L1,1326.789631752,1329.928744531
MRM1,177.572422422,184.027471055
MROH7,66.7363199049,83.5781964864
MRP63,1977.06556992,2112.92154862
MRPL11,453.6591067298,439.3484103176
MRPL12,360.347281049,405.1849593366
MRPL13,370.502294942,424.173418158
MRPL15,1022.835273313,1129.888584588
MRPL16,834.279965501,886.77554685
MRPL17,313.1960173076,442.583012121
MRPL18,1216.568801969,1322.340885703
MRPL19,152.6711151362,174.1974808522
MRPL2,570.986683484,609.666144329
MRPL20,1240.610905343,1343.688896702
MRPL22,636.241431229,676.026406695
MRPL23,561.696731902,611.412437281
MRPL24,3036.958111815,2792.849848838
MRPL28,279.3623530633,346.9471895126
MRPL3,1435.039081024,1486.367215039
MRPL33,1360.510080056,1533.918963928
MRPL34,594.384238594,628.694315144
MRPL39,574.083709912,565.247130858
MRPL4,230.13341814,295.1485825968
MRPL40,660.506035791,762.132550776
MRPL42,1070.157231534,1047.01188432
MRPL44,421.531319365,380.780422734
MRPL46,413.7826631,415.595845542
MRPL48,739.073093259,731.269921397
MRPL49,1983.45298315,1816.01430132
MRPL9,1012.306289191,964.068096188
MRPS11,384.928563823,421.07420977
MRPS12,205.781290288,209.1352469354
MRPS14,1094.464448773,1156.148298419
MRPS15,252.9357711459,289.5224693786
MRPS16,376.7646661238,450.652576657
MRPS17,572.88265776,636.997545445
MRPS18A,474.475851698,503.322648789
MRPS18B,587.848953059,631.286106683
MRPS18C,69.2868595099,71.5215006204
MRPS2,319.909337366,344.05014689
MRPS22,1020.580407457,1109.912421286
MRPS27,970.319488893,1010.70833482
MRPS28,352.830099977,428.628972002
MRPS30,1482.169463894,1206.801537557
MRPS31,852.250553493,882.905711024
MRPS33,1099.019938889,1137.508893957
MRPS34,338.9382858488,385.75616381
MRPS35,1025.865246338,974.573329764
MRPS7,664.067098028,712.177325698
MRS2,286.179786179,304.548016054
MRTO4,311.9203771612,329.0083835803
MS4A1,6232.0291237767,3795.1558748852
MS4A12,150.9124769155,132.0815851717
MS4A2,123.0280574341,197.3056517082
MS4A3,76.3520136851,159.7532048959
MS4A4A,80.9770673135,NA
MS4A5,23.6710191458,24.0794072968
MS4A6A,759.046480907,1018.311223641
MSC,98.2471165434,170.5746506443
MSH2,484.486655592,467.3795552138
MSH3,162.97384652,157.5988442958
MSH4,165.0474627464,149.8404727468
MSH5,41.1788582386,44.9816934327
MSH6,412.9093752976,454.855227539
MSI1,20.5159689561,27.0859078748
MSL2,726.840239637,692.054269038
MSL3,577.603163336,571.597084999
MSLN,5.351368462,7.7191648188
MSMB,24.1819956553,26.7322487801
MSN,5848.00265637,5141.80833897
MSR1,42.7733631417,43.245926127
MSRA,527.970673855,584.371844949
MSRB2,266.356249698,304.139084181
MST1,398.4377538396,381.18868603
MST1R,215.7694217648,204.4198867878
MST4,1196.679521744,1086.538503028
MSTN,21.97626066,17.485276779
MSX1,76.7818063625,77.051031265
MSX2,43.4850343655,36.9125460852
MT1F,934.289220269,1014.97523982
MT1G,970.482708338,1117.97119849
MT1M,76.301996284,272.3590013551
MT1X,499.8527583116,482.133898604
MT2A,2934.272114809,3931.542023417
MT3,141.8237237406,153.4377623617
MT4,393.9639988343,464.8075426427
MTA1,431.786498406,432.044174641
MTA2,35.1022590253,38.0806953627
MTAP,60.6274057303,61.997620729
MTCH1,7287.64155522,7430.41006484
MTCH2,427.5077506232,623.554241277
MTCP1,300.407404828,311.815917474
MTDH,1897.804780062,1932.823799478
MTERF,88.2462545015,98.6294319005
MTERFD1,359.117275408,403.182888953
MTERFD2,290.1597626254,309.480855247
MTF1,393.017293288,441.777383623
MTF2,519.498731183,519.979527375
MTFR1,232.764669188,243.332455482
MTG1,563.39558805,571.580801581
MTHFD1,837.892275009,946.763241829
MTHFD2,1096.1223903856,1740.412926853
MTHFD2L,56.4759488029,60.7831280794
MTHFR,34.7061287481,41.7675280985
MTHFS,390.2877502153,445.390828225
MTHFSD,223.60352297,228.337654592
MTIF2,655.80762334,714.065430515
MTL5,184.3501474774,170.3561439262
MTM1,120.5341897812,136.9008322191
MTMR1,1030.695190629,840.184308902
MTMR11,406.5470544314,436.9187392578
MTMR12,621.992512179,617.80701342
MTMR14,1248.556018325,1173.275328685
MTMR2,167.407132518,180.7536233147
MTMR3,210.1378638028,242.198842135
MTMR4,1133.517121449,1077.05607927
MTMR6,659.191799249,755.436854022
MTMR8,204.8117677278,207.2358956472
MTMR9,558.285180087,528.310525737
MTNR1A,68.2009882109,68.7423562426
MTNR1B,35.6714579084,36.2199757191
MTO1,571.978344874,533.770127702
MTOR,272.714739008,299.92288962
MTPAP,447.470492597,462.068753215
MTR,518.102884524,597.254708082
MTRF1,232.928942766,231.264095116
MTRR,705.571159208,672.078969868
MTSS1,479.839408018,413.340953819
MTSS1L,21.4328342979,23.3562855998
MTTP,67.8756505532,64.7022830305
MTUS1,189.3620634027,184.1624318969
MTUS2,15.7193131549,20.3960922798
MTX2,591.305209941,618.533001399
MUC1,96.6585503264,133.5117287001
MUC13,78.8250707694,91.6083391367
MUC16,10.3923911056,11.9801238302
MUC2,419.835590488,393.409484678
MUC3A,119.3727218977,132.3321563226
MUC4,32.7926237264,33.6071707758
MUC5AC,13.9064512965,15.1941354105
MUC5B,9.1563191195,9.6651132545
MUC6,35.2760720097,33.8730260747
MUC7,19.8799213226,20.60864462
MUDENG,840.134415635,880.323891437
MUL1,319.584099271,351.563865556
MUM1,87.0481885482,109.009457103
MUS81,778.427270996,836.786717307
MUSK,69.6839885353,60.263979397599996
MUT,345.765429165,382.126406012
MUTYH,967.912905767,884.058426401
MVD,132.3791208294,145.0155403884
MVK,230.252922545,239.889346153
MVP,945.947741608,1013.288445754
MX1,1255.899889181,1874.148423324
MX2,1489.077847441,1478.206945671
MXD1,77.598895539,136.9984067742
MXD3,31.6094519534,33.6025489713
MXD4,361.731846241,375.814365836
MXI1,2155.700327153,2359.561932516
MXRA5,228.7662891838,216.3334579073
MXRA8,303.375569344,324.543486804
MYB,472.368989343,584.3431507828
MYBBP1A,450.7443348,425.7839258768
MYBL1,860.6023489132,466.1914956092
MYBL2,177.4231048487,217.9845011298
MYBPC1,103.9590603401,104.0737690072
MYBPC2,55.1836467702,63.3439605473
MYBPC3,156.1321839193,154.8207034472
MYBPH,32.1569639965,32.7334570563
MYC,1368.9187019658,1318.7018736882
MYCBP,403.723151357,434.040268437
MYCBP2,3098.5582032,2838.199111776
MYCL1,241.1240455648,228.9862682314
MYCN,11.4340713184,11.4932148379
MYCT1,92.1444186903,85.2020306418
MYD88,3050.55099209,3310.04148209
MYF5,27.9722480462,40.7868880583
MYF6,46.9469718924,46.4277743888
MYH1,70.6495124871,66.1519457361
MYH10,196.1317567541,188.7759149654
MYH11,26.5936601375,38.6032964192
MYH13,80.6419843139,78.7617864958
MYH14,35.2792942547,42.6692413904
MYH15,110.5000062409,107.1844978335
MYH2,95.5854848212,106.4369378879
MYH3,50.2820460078,69.0164911837
MYH4,15.9953224173,25.020030796
MYH6,9.4121989567,10.7164386019
MYH7,8.0134672753,8.6471908416
MYH8,67.0574182398,58.1358017538
MYH9,1935.58598286,1816.60820816
MYL1,192.3682213489,170.4479449087
MYL10,168.3266707612,182.440346071
MYL12A,5655.10971968,5097.44726705
MYL12B,662.952318053,625.024603549
MYL2,121.0653895597,132.9042327692
MYL3,110.2566153362,126.2256717752
MYL4,316.07779438,292.132161306
MYL5,151.7023553324,148.7933871115
MYL6,9956.08145075,10312.79925354
MYL6B,540.148998661,624.23854366
MYL7,54.1044632109,56.153146514
MYL9,12.1899739029,20.2791980571
MYLIP,1410.6905589817,1013.0468768591
MYLK,31.0257603953,29.1262278243
MYLK3,45.7971460606,47.685371000400004
MYLPF,13.368580226,15.8645088466
MYNN,338.305937315,328.820000325
MYO10,55.7830777075,103.0325780186
MYO15A,352.079981508,301.407150312
MYO15B,511.578110134,541.519567717
MYO16,16.8412196012,16.8031813463
MYO19,274.20998029,269.313216185
MYO1A,258.701723831,262.190478378
MYO1B,253.6277567963,224.1637083006
MYO1C,1009.679548738,944.696784117
MYO1D,56.7141709446,72.63923654
MYO1E,121.7097654402,164.0816375529
MYO1F,1743.07420611,2005.526378126
MYO3A,10.9325163551,9.9001950748
MYO5A,434.372708238,478.530233606
MYO5C,714.15802104,630.328437996
MYO6,27.4548867715,20.2149575448
MYO7A,104.8380277877,82.2979238034
MYO9A,338.754663266,364.096963086
MYO9B,545.116064341,597.750969134
MYOC,112.4462571755,104.3539497675
MYOD1,24.2448531963,25.4857860927
MYOF,164.0460047674,315.1279808111
MYOG,35.7540088669,34.3021013924
MYOM1,149.5073785219,149.9414166837
MYOM2,103.6736520759,172.5339004776
MYOT,36.0159945795,29.2915119393
MYOZ1,244.2880446551,239.9085751972
MYOZ2,9.0447346664,8.3004893951
MYOZ3,138.7794732522,145.5538045416
MYRIP,20.307323011,30.6308635913
MYST1,296.95829544,304.800962722
MYST3,632.73188926,604.903056278
MYST4,722.618397918,689.199371559
MYT1,29.3555640435,29.2330543825
MYT1L,91.4383517533,82.4070878924
MZB1,2516.35467334,3643.8588490928
MZF1,434.007027598,415.89014576
MZT2A,1240.2211369214,1433.3896217476
MZT2B,3353.41585879,3176.08149261
N4BP1,795.620481519,826.298849133
N4BP2L1,620.746228596,729.455382184
N4BP2L2,763.687629972,706.140243071
N4BP3,253.57564549719999,239.2495450704
N6AMT1,14.0410181807,23.0034893333
NAA10,626.305355931,641.902314095
NAA11,470.4467683997,403.920869276
NAA15,629.4422891106,647.1038347784
NAA16,938.449495744,851.582295974
NAA35,271.43400738,303.262513532
NAA38,811.972471096,824.235360868
NAA40,687.218968872,616.490005001
NAA50,921.188312825,947.312158839
NAAA,289.561418113,336.926568002
NAALAD2,14.6184562148,13.0244215881
NAALADL1,67.4997522895,78.4571503637
NAB1,296.935371121,268.740896804
NAB2,69.0227599433,74.7996650687
NACA,18106.37591651,17110.14681566
NACA2,56.8405529334,61.216819211
NACAD,65.634246652,78.9340581613
NACAP1,13787.90885848,12515.55854413
NADK,358.184090458,442.234878451
NADSYN1,139.652149723,181.0053286548
NAE1,1938.844719486,1840.504478915
NAGA,540.624463126,711.69114699
NAGK,1191.578839456,1341.899033642
NAGLU,296.505230265,362.545047297
NAGPA,348.68466306,405.436334187
NAMPT,857.570376246,1519.080472144
NANS,661.582422037,965.532108065
NAP1L1,3410.43374667,2981.38914142
NAP1L2,168.890840685,135.7307122448
NAP1L3,194.4747468678,135.2581252257
NAP1L4,860.669366198,1000.045323624
NAPA,457.704071176,555.621074687
NAPG,388.582842475,407.566896691
NARF,640.962947291,890.42899568
NARFL,154.6184939111,184.8357574306
NARG2,489.762096972,438.384447281
NARS,2855.70001391,3120.50420199
NARS2,506.188960385,528.496454558
NASP,433.104810691,419.093769869
NAT1,424.443649464,482.654460679
NAT10,1047.41502171,1062.504859692
NAT15,905.077545279,924.314042636
NAT2,40.3248710093,38.5907326838
NAT6,142.1687839165,127.3353286397
NAT8,23.9690298062,15.4376783159
NAT8B,65.9579220065,69.6972600702
NAT9,294.115731652,340.410295438
NAV2,106.1183179653,97.3448601213
NAV3,38.9269004685,38.8785654292
NBAS,486.624128425,507.24794989
NBEA,173.3492460725,193.5529962454
NBEAL2,351.996122596,437.3270074338
NBL1,181.9322176567,195.5044502375
NBN,556.476662837,633.214897213
NBR2,27.8679861606,33.350403016
NCALD,480.6174179382,381.5651304768
NCAM1,55.2998439575,62.8027708296
NCAN,272.2870431674,230.98198606
NCAPD2,366.068154339,367.063029169
NCAPD3,237.0943625166,246.5573970016
NCAPG,130.0834108222,158.8933749472
NCAPG2,420.182945625,426.99376513
NCAPH,91.2969166275,153.1698390561
NCAPH2,210.8340397312,218.92369166
NCBP1,145.693180921,157.195027479
NCBP2,629.744153638,655.651745405
NCDN,159.2870843654,150.6323430922
NCF2,630.692097343,1710.029406358
NCF4,993.336387604,1156.157058014
NCK1,840.990829049,810.255625917
NCK2,3138.92828437,2738.704968191
NCKAP1,207.730624059,198.5134523805
NCKAP1L,1677.302432077,1767.496486954
NCKIPSD,386.225054405,397.730189452
NCL,9971.04041076,9479.07839919
NCLN,66.0502640849,82.6456646493
NCOA1,707.249009462,732.572785635
NCOA2,189.5181495003,203.1449335502
NCOA3,1304.331477339,1254.222158499
NCOA4,4608.90178776,4788.86256903
NCOA6,1048.206278125,1046.056408742
NCOR1,837.394677673,776.833570814
NCOR2,161.605182442,178.703174637
NCR1,43.7697052275,58.2791918185
NCR2,61.893104556,60.2041320659
NCR3,617.5718288966,318.4790373689
NCRNA00185,19.0412508417,20.1146997719
NCRNA00287,127.0889759124,112.4310247232
NCS1,51.2913460042,71.2047489059
NCSTN,980.357142117,1092.04151959
NDC80,103.546955198,134.4904237702
NDE1,1005.894749992,942.923575899
NDEL1,811.003122019,916.048476156
NDFIP1,1510.430888779,1493.364054032
NDN,164.45446457,192.152412476
NDP,131.7144782383,115.8262718093
NDRG1,899.136645909,931.602221427
NDRG2,169.2190658708,248.7756813155
NDRG3,833.511989769,680.232155565
NDRG4,47.1244859643,48.2772931353
NDST1,85.0955843896,112.4759782412
NDST2,519.324975373,678.173179616
NDST3,143.6721314814,125.7737291622
NDST4,218.6630835591,201.588668501
NDUFA1,4308.29650102,4297.29502232
NDUFA10,1890.13960745,1789.079087224
NDUFA13,2386.371301182,2500.98045722
NDUFA2,1595.366831306,1700.96227199
NDUFA3,1910.853926396,1997.357555858
NDUFA4,2412.740217064,2491.56500696
NDUFA4L2,25.9094531771,34.7484317156
NDUFA5,874.182334984,714.71115806
NDUFA6,1061.735644959,1057.575880922
NDUFA7,729.332211113,867.76766537619994
NDUFA8,592.233192467,654.368376313
NDUFA9,953.797891276,928.79461317
NDUFAB1,2812.46282732,2947.6851122
NDUFAF1,650.391067821,723.565781549
NDUFAF3,499.2894738282,588.579632882
NDUFAF4,564.5873589435,478.9543023365
NDUFB1,4151.98498074,3986.07342119
NDUFB11,1573.943884677,1648.767990234
NDUFB2,2641.92757468,2711.48783007
NDUFB3,2672.76545467,2695.56995137
NDUFB4,3411.09532341,4058.28278815
NDUFB5,1921.393859408,1942.47663841
NDUFB6,897.074061542,984.368678569
NDUFB7,867.8551454342,939.658364471
NDUFB8,2305.275769688,2481.84209914
NDUFC1,1782.726561844,1862.36708048
NDUFC2,2369.2059471,2477.09528291
NDUFS1,572.300813709,665.308307891
NDUFS2,2006.57808155,2134.621317622
NDUFS3,1665.513220648,1684.58766693
NDUFS4,1072.091637496,1155.26959112
NDUFS5,1949.326609619,2056.317209576
NDUFS6,1540.321120784,1630.87500143
NDUFS7,486.158617486,532.820070527
NDUFS8,346.079700135,388.627620324
NDUFV1,1836.92532833,1973.637143804
NEB,169.3154449374,159.3330258942
NEBL,160.2586256841,152.0765567752
NECAB2,29.8482482268,30.5501326295
NECAB3,419.50607258,425.555168561
NECAP1,477.723840383,509.875159092
NECAP2,1596.131839517,1630.405635907
NEDD4,111.724487004,123.9389955104
NEDD4L,129.9513470916,124.5442167641
NEDD8,805.534553262,901.113889119
NEDD9,390.1986648492,386.781128003
NEFH,116.478923126,137.7278792784
NEFL,81.9179954651,65.1509963701
NEFM,77.5778689506,71.2175169269
NEIL1,230.4568279082,231.2314273286
NEIL3,345.7097940204,297.5579368714
NEK1,190.3859806337,188.6641259661
NEK11,495.356527828,481.403218306
NEK2,97.3797531351,97.7833578415
NEK3,175.3364009659,197.633192826
NEK4,323.1775754111,332.2866347414
NEK9,231.4640393407,207.5907687624
NELF,452.862367323,531.788496474
NELL1,36.8377211538,35.7771734239
NELL2,1706.2030476949,1223.458199731
NEMF,606.519258834,600.970084907
NENF,525.987769126,546.610914154
NEO1,315.9452516149,243.3741353073
NES,107.7911012686,113.9935504165
NET1,301.8446085706,383.789686206
NETO2,247.4346545504,308.6262798374
NEU1,616.983472858,836.905000192
NEU2,14.9757530462,16.9112222492
NEU3,82.7275643673,108.0937058896
NEURL,154.0135024989,167.3758161094
NEUROD1,11.7844496665,10.7133109626
NEUROD2,423.9025417994,407.7928170068
NEUROD4,204.4380793406,177.6585498706
NEUROD6,210.3340304579,194.7497882752
NEUROG1,115.6719044751,99.933243972
NEUROG2,9.9432314665,10.2015346196
NEUROG3,26.6824247831,29.6022850619
NF1,238.511824794,240.3381705
NF2,80.6962275628,82.9651046229
NFASC,86.2991727392,82.0388604499
NFAT5,265.093513804,276.9228501296
NFATC1,422.974097833,394.239926303
NFATC2IP,901.027802087,794.570313085
NFATC3,425.04083539,423.343774084
NFATC4,140.0009457311,140.410516426
NFE2,51.8707423605,117.7606471274
NFE2L1,722.62903685,831.226477299
NFE2L2,1361.272091246,1829.81317982
NFE2L3,71.0731799237,105.2090218005
NFIB,27.2683017849,22.5232819033
NFIC,77.8366606527,82.771874224
NFIL3,588.85666971,1078.588654086
NFIX,29.1147550105,28.9730744143
NFKB1,2374.14918086,2546.457895834
NFKB2,520.3027374395,654.6164704512
NFKBIA,10818.73099862,10721.12499196
NFKBIB,109.9383308728,166.7162948706
NFKBIE,533.764981859,701.168184133
NFKBIL1,101.5374778222,101.9521657702
NFRKB,640.920040485,617.584947264
NFS1,830.451315913,794.982120144
NFU1,653.757389216,639.643193871
NFX1,286.376401893,284.054989948
NFYA,264.513146651,263.399697359
NFYB,246.779940421,253.885977617
NFYC,468.340857733,456.513866991
NGB,18.1690986456,22.5759431278
NGDN,1648.584136223,1602.087848888
NGF,30.1906337383,40.8478749527
NGFR,15.7043440119,17.0312778156
NGFRAP1,1088.6683001154,1194.410845468
NGLY1,2364.416893384,2510.536863179
NGRN,1004.567504539,929.523355421
NHEJ1,565.35095765,486.447628394
NHLH1,29.3798734144,31.7330063709
NHLH2,40.9360912003,42.2127512294
NHP2,702.337451615,775.9745635556
NHP2L1,1917.994015386,1751.575485524
NID1,43.2013339605,62.8920821751
NID2,82.2357623906,71.6396654934
NIF3L1,299.3480351939,360.6005819127
NINJ1,390.5199730839,757.8324845098
NINJ2,225.5006625308,226.7116507334
NINL,280.5769739393,267.7554615268
NIP7,332.6771713877,286.9984434706
NIPA2,2001.854314824,1733.773253133
NIPAL2,634.0338026652,583.801634687
NIPAL3,136.0973072334,186.8501423174
NIPBL,566.197718547,564.20370199
NIPSNAP1,690.220712656,653.9349164
NIPSNAP3B,511.7636073557,437.2654606242
NISCH,2251.804011984,2140.002026434
NIT1,701.919696571,728.472439486
NIT2,541.807425292,638.198936521
NKAIN1,52.5945727503,60.2576245172
NKG7,1951.9954833805,1257.2463929979
NKIRAS2,228.796455031,288.274610389
NKRF,527.410356613,468.718461651
NKTR,1221.808492109,1236.830124892
NKX2-1,35.7427145058,35.0539790681
NKX2-2,20.70633397,25.2297607195
NKX2-5,23.8279953568,24.3018198628
NKX2-8,43.5930971968,43.7786485888
NKX3-1,212.3337211653,193.7877464095
NKX3-2,49.6813941264,50.2885899242
NKX6-1,6.0149668798,7.2655762312
NLE1,156.0838934688,163.5701070256
NLGN1,36.9303131084,31.4004671322
NLGN3,55.2366894871,64.5547936922
NLGN4X,21.756818628,23.4408157217
NLGN4Y,24.2396046165,26.8104552558
NLK,217.8438082409,242.1887668776
NLRP1,533.7917488661,599.2709941498
NLRP2,361.7614352711,329.106186044
NLRP3,32.9916400478,65.8193979562
NLRX1,201.25860318,244.938279606
NMB,179.1013531643,168.6577765989
NMBR,241.7960149012,180.8114572956
NMD3,563.024353739,538.426545793
NME1,2401.853214293,2907.418812133
NME3,515.873188276,623.109825549
NME4,433.7950945044,416.3239078069
NME5,309.4582710382,254.6441058412
NME6,520.300555162,489.129092372
NME7,211.140201161,219.3434064482
NME8,15.8198614259,33.5476246097
NMI,1321.508858061,1443.770404928
NMNAT2,150.0780075496,129.9239095521
NMT1,418.184262691,448.357329822
NMT2,357.3076503666,327.5838556423
NMU,11.4208641144,8.9275166226
NMUR1,20.2130418255,32.4849699609
NNAT,55.6748620135,65.7879304129
NNMT,25.6282488055,29.2264896298
NNT,506.381980927,518.740544433
NOC2L,232.2417684104,238.8316417659
NOC3L,469.78870009,486.227080394
NOC4L,90.1692369839,85.5754522064
NOD1,486.546599511,495.089521574
NOD2,113.841438826,245.0428610299
NOL10,76.7165732748,73.6633255952
NOL11,1077.63463759,1157.257417075
NOL12,154.800210657,177.8859955563
NOL3,35.2477507932,54.1156237326
NOL4,18.5752184508,15.8700294469
NOL6,224.9396797816,257.008959218
NOL7,2302.287084101,2357.48977528
NOL8,749.72971852,875.143473841
NOLC1,689.695065374,677.407073197
NONO,3982.92481176,3798.55888461
NOP10,2559.923880358,2995.30926341
NOP14,514.249748192,486.677462981
NOP16,219.7266574038,270.0928773907
NOP2,897.366220177,905.621293868
NOP56,1020.160349044,1017.920389636
NOS1,176.042681484,183.288413217
NOS1AP,23.1548541389,23.8071046753
NOS2,158.32025947,154.876379924
NOS3,57.6311765749,62.2960930485
NOSIP,1876.132415942,1745.636523795
NOTCH1,339.283813371,429.261264611
NOTCH2,1013.330937792,996.584421905
NOTCH3,24.523427786,29.8051021972
NOTCH4,158.0495178345,158.0270520832
NOV,76.6826499737,102.2608305278
NOVA1,46.2687582321,43.6455242701
NOVA2,21.8790217068,22.2470584515
NOX1,35.4947920912,38.8356019582
NOX3,10.0526942933,11.0391894876
NOX4,78.4952410249,72.1277175136
NPAS1,23.2915696945,29.5870063916
NPAS2,75.1888526334,71.4186654803
NPAS3,172.1845273331,155.76477423
NPAT,690.881004635,610.566120624
NPBWR2,18.7885320882,22.5545733997
NPC1,523.377955855,542.34837135
NPC1L1,24.9406581671,25.7145430064
NPC2,3426.955519195,4586.08628856
NPDC1,196.9051341546,167.4032432546
NPEPL1,242.465300273,302.329745823
NPEPPS,613.930833224,649.867371283
NPFF,22.3699260979,29.7125534959
NPFFR1,109.3140408391,118.1843256602
NPHP1,40.2347474874,54.2811252639
NPHP4,118.8782252402,134.3807079457
NPHS1,22.0847574167,33.0755731045
NPHS2,23.9293168302,29.9200478124
NPIPB15,1131.2476221396,793.863581208
NPL,121.4921172847,219.8262469392
NPLOC4,766.753622633,827.448713651
NPM1,5287.42400047,5470.21931803
NPM3,261.4116839638,305.0665821314
