Gene,Sample_1,Sample_2,Sample_3
HIST1H1C,226.8721416769,698.2042073793,642.7942884705
HIST1H1D,68.5102540744,54.3715851309,53.7111405497
HIST1H1E,31.1263250387,28.8117751685,30.0465824456
HIST1H2AB,154.2225504937,159.3115155763,151.4059768729
HIST1H2AE,23.2188068602,52.702993307,28.0466298934
HIST1H2AG,13.2448409847,20.357974391,18.0759616771
HIST1H2AK,131.6349643324,148.0755017085,104.5176424393
HIST1H2AL,49.4060153018,53.1008151704,52.1366950737
HIST1H2AM,15.5114545709,14.3691283051,15.6907548911
HIST1H2BB,8.7252701013,14.5886242137,13.7183089591
HIST1H2BD,263.35432841,487.475826701,497.477576167
HIST1H2BE,16.8939451394,23.4730090883,22.7412523049
HIST1H2BF,266.8043020511,439.4861295907,370.4321135617
HIST1H2BG,60.2564872781,101.4810625533,45.1455967663
HIST1H2BH,39.1207513786,64.230146853,78.3942882124
HIST1H2BI,47.1562947091,69.4714618863,85.888027162
HIST1H2BK,1610.012133807,2394.422081331,2632.512629163
HIST1H2BL,11.8342436558,18.312461477,20.5863832781
HIST1H2BM,23.2934338035,38.065006047,32.2880930153
HIST1H2BO,9.7817301484,23.8834210937,20.4648036295
HIST1H3A,9.5320050213,9.209146568,7.074491833
HIST1H3B,14.3641428745,25.581887131,29.4129999104
HIST1H3C,13.8039491609,12.4800872322,15.3132284066
HIST1H3D,39.8242968243,122.5654377849,140.710902509
HIST1H3F,44.2085279172,63.4720260054,56.5437366961
HIST1H3G,15.6656136738,28.6472960611,34.411061835
HIST1H3I,42.3592847948,51.5000999201,48.7052901764
HIST1H4A,86.399082989,126.8427476727,127.058391087
HIST1H4B,30.5079118119,54.6655429844,31.3049384456
HIST1H4C,1146.596376152,744.471587529,703.210038628
HIST1H4D,97.3190710038,121.1427862588,122.4454132662
HIST1H4E,71.9648767743,76.5957952985,67.5971164936
HIST1H4F,77.226075308,87.5207155455,72.7471625327
HIST1H4G,89.9144687594,101.2469030962,87.519201304
HIST1H4H,67.6418009967,92.4272467639,93.0313160206
HIST1H4L,39.1139818259,19.4715154969,29.9647994946
HIST2H2BE,291.884443541,716.901591765,618.841587359
HIST3H3,17.0206361903,21.7271126274,19.8983508267
HIVEP1,266.8491499592,375.2401160202,448.2635225718
HIVEP2,403.242711289,274.020190889,271.420560268
HIVEP3,204.3986496643,120.500856465,174.1881351482
HJURP,152.8430537254,202.4277791304,92.5737154416
HK1,2495.099337285,1330.641461056,1797.25896563
HK2,402.7409109603,468.1700433709,684.513860992
HK3,698.7893952009,417.9352997578,784.6668187442
HKDC1,16.4511594157,17.7858063961,15.3116047986
HLA-A,24380.2295684,21261.9888619,22220.5529386
HLA-B,24481.62908617,21731.70520982,24765.76684358
HLA-C,29601.2277764,27535.9608491,30122.4702973
HLA-DMA,2451.883243657,4198.465861048,3678.624207969
HLA-DMB,2354.062419297,3470.351856836,3360.848740024
HLA-DOA,128.6133254287,367.9371124122,161.8662573695
HLA-DOB,252.8919980961,2153.1974357007,328.1664612498
HLA-DPA1,5902.636568315,7183.600174598,7504.656304593
HLA-DPB1,6280.862369901,10534.877161912,6212.022103617
HLA-DQA1,855.4301927635,844.050479809,2066.8056077971
HLA-DQB1,1589.088686188,3309.1890443885,2987.379549441
HLA-DQB2,143.3081641199,302.2980995496,194.2152696883
HLA-DRA,7562.609736534,10250.46454906,11784.283352549
HLA-DRB1,5183.427921062,6859.850705746,7162.115908048
HLA-DRB6,246.8053593042,322.6481861667,281.2014640292
HLA-E,14237.8217551,13997.35127323,15298.805818
HLA-F,15187.27603073,11322.46144789,14466.0357264
HLA-G,1435.767786345,2693.875313979,1456.581968162
HLCS,131.906055185,135.272176558,141.8982496378
HLF,57.8969403286,45.4284494999,39.1125125694
HLTF,698.87613091,539.257449436,471.437561914
HLX,359.9847862108,712.3120415718,1079.0479792076
HMBOX1,619.468755403,777.46807506,646.175661211
HMBS,419.984022517,580.759484255,427.468642481
HMG20A,522.9838155,305.1280648942,374.394682461
HMG20B,462.34707567,433.3580586463,681.714507385
HMGA1,106.87587177180001,66.2553285415,105.9110226911
HMGA2,117.0113682485,197.9766333358,129.8161009808
HMGB2,2959.296111715,2885.048411732,2653.096231512
HMGB3,212.669711234,227.193631725,252.290263576
HMGB3P1,93.3910254085,124.3064198735,85.4745035581
HMGB3P30,68.5519692162,43.8356121889,62.7637723816
HMGCL,756.462993026,566.357352623,733.078107588
HMGCR,412.785870051,434.347965503,548.43592757
HMGCS1,471.309245446,489.286539609,558.038818533
HMGCS2,20.415047007,26.4746988487,28.6090673862
HMGN3,2391.27626038,1751.110152714,1874.81502817
HMGN4,2288.539897065,2568.47218238,1811.0168278
HMGN5,53.2605997778,60.3526249031,60.4271112786
HMGXB3,526.17630569,759.030155002,614.485395592
HMGXB4,560.172954381,456.05211322,508.494139316
HMHA1,3303.940481717,3896.617704654,3023.388821707
HMHB1,54.3364291173,73.5442110665,61.1053317597
HMMR,208.3656424714,163.4681268676,154.2294419326
HMOX1,1010.010250243,1006.679434313,2213.187624914
HMOX2,689.918444473,547.642553129,524.971701102
HMP19,24.6966129665,43.2369796818,32.2262465029
HN1,671.677804848,998.845233574,1170.198227907
HN1L,277.627812716,179.7041465101,224.555918792
HNF1A,53.7213716385,76.1969324983,54.5492966104
HNF1B,291.717489863,552.685378735,360.702310038
HNF4A,25.7409011961,26.0808357011,26.6826155127
HNF4G,15.0373375687,60.2152681553,21.4730206285
HNMT,218.2327357088,77.9193815507,259.7617492463
HNRNPA0,1116.765985558,1038.952746872,937.50596201
HNRNPA1,15850.48907568,12625.66820024,9481.1114591
HNRNPA2B1,5180.46835841,4665.78515582,3393.16104245
HNRNPA3,1563.790182797,1288.102563496,1064.051727464
HNRNPA3P1,64.675033518,87.7050239752,80.4720387314
HNRNPAB,2895.17252366,1545.721383058,1682.027310008
HNRNPCL1,408.854728299,262.7724459294,341.340538422
HNRNPD,1389.907352825,1435.580147793,1075.020471588
HNRNPF,1786.887345417,993.636649898,1366.92955299
HNRNPH1,739.235075487,924.30000286,703.023191895
HNRNPH2,1777.210088941,1776.587372243,2191.182134085
HNRNPH3,1203.091968493,1682.588887927,1395.684365041
HNRNPK,11235.25546765,10935.51538708,9640.93887651
HNRNPL,1415.361333087,2738.858232,1519.476297436
HNRNPM,3232.38498887,3198.04843168,2376.49127804
HNRNPR,3106.59322413,2286.303424613,1768.92056567
HNRNPU,614.998792388,576.679347349,594.31706461
HNRNPUL1,894.929147378,647.038897596,754.801443041
HNRNPUL2,152.3613712473,123.6039125894,137.1146141506
HNRPDL,2174.902559298,2864.246433544,1535.135426065
HOMER1,139.3076458861,264.535262716,314.4538734783
HOMER2,199.0867260302,272.6699421898,532.0737907433
HOMER3,133.9218764339,137.5366883264,181.0484859781
HOOK1,96.5704012272,119.1498069432,97.7050081725
HOOK2,294.688818977,389.823320521,312.041164948
HOPX,4099.0261857862,627.2988480722,822.8475434023
HOXA1,22.9539690207,91.9201749028,72.1597972408
HOXA10,173.8855338602,235.5223611078,177.5688249394
HOXA11,22.3894818943,35.6237536554,33.8423907676
HOXA2,8.7133033698,11.8916899414,11.227685416
HOXA3,52.4152927772,83.2705151029,53.1732981769
HOXA4,138.1767991374,154.096412957,154.016230749
HOXA5,153.5408511386,312.1311061132,237.2284258708
HOXA6,110.6255847773,146.4161055747,108.576065976
HOXA7,29.6468725763,44.1952413592,31.5736481638
HOXA9,50.7733838558,25.5872816704,27.7541308822
HOXB1,166.882968285,245.258245596,211.349190257
HOXB13,11.1413104694,10.0226411194,10.8740876911
HOXB2,909.7591617219,452.6890951332,495.3254729739
HOXB3,49.985466574,61.5860509402,67.4339165725
HOXB5,233.267240792,405.578172842,286.52022989
HOXB6,20.6295177443,47.6753544593,40.2991133829
HOXB7,120.5367940062,144.6079812359,111.4167938019
HOXB8,19.0313327981,22.4577496264,18.6974425067
HOXB9,14.2224335058,18.7866366278,15.9606748412
HOXC10,146.566660056,379.7156242155,193.0576486662
HOXC11,166.0139441787,327.9848167081,194.5059277615
HOXC13,37.6490223088,50.991261182,63.6952702484
HOXC4,250.791476972,323.578802054,235.081088439
HOXC5,46.5132724398,91.2350370891,57.5704213886
HOXC6,95.9177116438,194.5176861115,119.991568567
HOXC8,39.9226564677,31.0685044771,43.4078886808
HOXD1,199.9602735054,415.0520393303,250.3737295572
HOXD10,6.5853086383,6.2450089467,7.1610848477
HOXD11,50.9151300767,55.9863673525,57.2372778803
HOXD12,5.8478636945,4.8719252315,5.2882082436
HOXD13,9.2714588176,8.1894846937,9.348880291
HOXD3,28.9390923671,40.8882303192,36.0005546311
HOXD9,111.8476505224,133.9829931813,130.0943348952
HP,86.9934332971,61.3131887979,78.8302989716
HP1BP3,211.7715469598,116.3388850104,106.1736807333
HPCA,23.0208424101,27.9141458069,30.514618028
HPCAL1,857.822719493,753.904179754,962.485526122
HPCAL4,138.6020917235,248.1070616025,166.4383346661
HPD,18.5187492783,32.0148917071,33.2908829215
HPGD,378.439829463,1423.0205397992,1170.8462204018
HPGDS,526.1952450268,2896.5451158875,2274.0046733751
HPN,62.9566516499,43.8931456551,55.6749936839
HPR,17.587751941,17.1624927442,15.4395751508
HPRT1,1720.750422916,1493.771613343,1522.040127668
HPS1,332.718256125,429.275958826,500.710125408
HPS4,138.4685003873,130.9625646505,152.78192537339999
HPS5,594.580104007,489.96910087,707.077702483
HPS6,588.010951042,518.766146943,608.31652309
HPSE,310.0907786991,226.6525245974,441.5468923668
HPSE2,13.3968206223,11.6234946047,12.6495023688
HPX,123.3549496168,115.8451448287,131.6642840218
HR,20.1999141182,24.4282983207,25.9149513966
HRAS,321.344655696,211.8551748785,233.2214044506
HRASLS,34.1058137408,55.7483021313,37.6871581165
HRASLS2,106.8334774407,125.0950743207,99.8475418748
HRC,65.6721694766,99.5406344939,99.0204521537
HRG,106.5249385937,193.4790733563,125.7088807369
HRH1,168.6169905902,172.6953428734,372.5683342185
HRH2,85.4003112481,111.974639076,108.1350423149
HRH3,26.8771679835,33.0704330229,36.4767439344
HRH4,80.3102102951,251.0339313485,183.77341135
HRK,61.3422893268,101.145213239,96.9522721197
HRSP12,281.792513361,250.929984671,230.559507193
HS1BP3,608.486512366,880.563938153,813.418837305
HS2ST1,252.1249324065,320.5212223821,331.6077120355
HS3ST1,49.3265818098,87.8648422357,120.639348504
HS3ST2,252.92847451,437.326419227,563.066200166
HS3ST3A1,24.8644111101,32.6552314555,25.2524346577
HS3ST3B1,97.0718990629,158.9030937326,137.6264940472
HSBP1,865.854931134,1174.895247393,1263.380828478
HSD11B1,867.4538194798,454.3168763667,1649.7621977679
HSD11B2,23.871603956,25.7394081321,24.7275020166
HSD17B1,36.192984429,47.8695985774,47.8460424514
HSD17B10,1442.986482953,1186.865091318,926.187158159
HSD17B11,1881.173165726,2819.43989417,3008.617464707
HSD17B12,1689.986802506,1994.051153449,1970.20622303
HSD17B14,176.8102354523,228.666564483,280.6114112708
HSD17B2,20.828219379,28.2275809172,20.5517586974
HSD17B3,170.6348679959,238.3226487063,173.2495113542
HSD17B4,852.614401166,953.5342679792,1186.140666765
HSD17B6,17.8292056282,20.7963494476,12.8841526914
HSD17B8,336.609993295,780.225586333,316.652029311
HSD3B1,15.1152630223,13.6030372434,14.3206110757
HSD3B2,57.7440106306,97.5086522908,67.7679463873
HSDL2,213.509829152,367.611280349,420.7529018
HSF1,169.046419054,151.4240108069,174.842339965
HSF2,167.4869100628,168.9920585319,128.7592785526
HSF2BP,141.2503109156,257.1994895632,171.7588891882
HSF4,35.224618277,22.5622587134,39.3680635932
HSP90AA1,6997.33186215,5172.66818215,5437.19211282
HSP90AB1,4565.13160613,3837.975801892,2973.00173563
HSP90B1,2278.0968819,2983.198582288,1658.808309817
HSPA12A,60.2375226193,250.2864722355,119.675817669
HSPA13,398.338451658,659.435858346,520.799637225
HSPA14,710.132715633,701.221361902,621.616210515
HSPA1A,4125.572572157,4649.91064226,6812.33023664
HSPA1B,392.3314722215,587.2242188,695.647819392
HSPA1L,179.8715468472,191.6752697112,218.357464014
HSPA2,112.9832160298,206.3031158828,222.3915590397
HSPA4,654.999438763,614.686933975,686.368037271
HSPA4L,58.0949168916,94.6483740864,74.4201518675
HSPA5,5346.9615813,4530.38084029,3817.98353827
HSPA6,218.5003167727,709.1147500353,858.5964468615
HSPA8,13396.55486059,8195.34658617,9748.69880089
HSPA9,1220.351719796,1424.126669716,1438.736967633
HSPB11,592.185204895,490.878463487,468.035951596
HSPB2,15.1815778007,17.8462813685,21.9103494512
HSPB3,40.1647980557,85.2988570662,78.9006817879
HSPB6,198.8833370847,370.9360036729,262.7571450279
HSPB7,104.4327629086,150.0530903723,131.5502926491
HSPB8,37.9832038213,38.8047956469,36.1670907804
HSPBAP1,379.6235899125,648.947249997,838.65898122
HSPBP1,256.9508869319,175.0892166755,155.3471382823
HSPC072,24.9242264255,40.489388843,49.1425311824
HSPC159,14.5614095012,45.4030680247,45.2225103238
HSPE1,584.1640748744,415.621773341,462.4493830492
HSPG2,17.3306778992,27.0070231187,39.0131200419
HSPH1,830.136897608,813.0929214256,976.069568254
HTATIP2,538.530439005,628.591536374,730.78921808
HTATSF1,485.130768217,288.994444993,319.573572584
HTN1,36.0056698969,111.5096064789,51.8743478213
HTN3,14.2001219803,17.0166217644,19.0844329647
HTR1A,22.6863050898,44.4164808531,34.3261978838
HTR1B,108.7986086996,90.0662781684,114.8970497695
HTR1D,12.2523840829,15.3201968292,12.6531280547
HTR1E,77.0715810722,144.8041716476,82.1697485296
HTR1F,140.519868459,279.6767239161,166.736829266
HTR2A,97.827339758,171.7892238835,122.2243097993
HTR2B,32.9916465604,26.44008197,58.0703691454
HTR2C,54.8668366339,71.251139723,47.6745693529
HTR3A,150.0793341064,291.6943921044,192.9559124636
HTR3B,88.119872394,141.3067767398,92.5551368711
HTR4,101.5991425082,146.1625031606,114.4361140779
HTR5A,8.718477426,11.9882687232,12.7358724928
HTR7,13.0742218231,21.6951808854,27.9999806251
HTR7P1,7.6573736532,6.562017461,7.9868477871
HTRA1,269.9298232066,323.7723353522,445.690386968
HTRA2,411.301525059,339.295277663,340.867349716
HTT,305.6272050087,222.6937039611,307.01628461400003
HUNK,131.4961944565,191.1593805045,155.9374234353
HUS1,175.067515757,164.4869866314,145.3104003398
HUWE1,418.749346036,436.613318236,366.003817953
HYAL1,47.1169133314,57.6767376467,63.3689913204
HYAL2,252.896416941,258.46394012,321.721024282
HYAL3,56.6602670497,78.2646281521,75.2345264459
HYAL4,19.5601007262,24.7521661954,25.063310048599998
HYDIN,30.2928555445,54.6881938231,38.476723091
HYI,311.73428184,305.970908742,291.454255058
HYMAI,109.3688845192,167.9460104925,210.04730185
HYOU1,2060.959027572,1599.595733741,1375.806641708
IAPP,13.1199961235,15.425065559,12.3213686593
IARS,2548.137390595,2268.4729324975,1778.865092419
IARS2,1244.637358359,966.844818404,986.658792695
IBSP,35.86692845,52.3849514033,67.5998133663
IBTK,485.079671285,318.9150066242,370.327806375
ICA1,277.633047005,195.710937484,225.25823731
ICAM1,857.700709926,547.219987222,1408.378516946
ICAM2,1685.5381101164,1590.0650611394,704.4495132236
ICAM3,2788.7143168606,4502.8437984577,3965.4924937376
ICAM4,84.8579723243,102.8290304219,93.4812414328
ICAM5,130.215847592,158.965001435,172.970997429
ICK,108.2842303232,78.1684152181,84.5452790486
ICMT,471.329837743,412.840261934,427.465778971
ICOS,534.8999872881,82.4380080825,109.3523748842
ICOSLG,73.4919912898,85.959770144,115.4599590088
ICT1,404.856583633,205.2237110545,246.72013797
ID1,115.227778452,135.7206801667,121.3057566125
ID2,4282.409002856,1703.080443556,2805.418457418
ID3,250.6841680111,217.4321613284,225.5718841287
ID4,42.5924811026,66.9372045076,51.5781178958
IDE,445.873939164,774.152382008,439.020992157
IDH1,1905.181373227,1682.089610534,3013.642195203
IDH2,1600.16736737,905.4853647101,1064.88051461
IDH3A,461.031500635,371.563728623,358.069671305
IDH3B,1132.809054894,1138.779854826,933.683368335
IDH3G,1012.260367221,767.739477215,880.922269341
IDI1,2399.462913728,2527.070388796,2477.710839246
IDI2-AS1,137.7962639863,309.4540829371,215.0279243725
IDO1,1882.1946874743,1037.1769915859,3827.4687306123
IDS,667.108113648,917.815269483,1050.763163415
IDUA,171.2791151478,159.7495043006,148.8047293738
IER2,6683.4559126,7695.73885561,6095.30938309
IER3,2565.968027512,2404.033519621,4029.481979579
IER5,2732.415816624,2687.551505462,2643.31618789
IFFO1,927.575857831,906.405902842,1047.991515343
IFI16,3523.145093224,2101.530034316,2076.505369486
IFI27,1042.8013725392,391.1483649156,2121.6375330377
IFI30,6446.0530299278,4329.5248472655,11238.3276888222
IFI35,1172.105741221,624.103838136,1263.976246122
IFI44,1132.798631519,418.949079791,1062.876117046
IFI44L,812.9681445082,201.0903547597,1044.7883863152
IFI6,696.428261265,503.4188801664,779.455177748
IFIH1,608.328603521,448.773444775,909.745198334
IFIT1,369.7058619293,574.2987753087,1031.3993899382
IFIT2,528.696261921,955.992127365,1280.695636208
IFIT3,874.062235585,1187.969509248,1875.426365325
IFIT5,419.223390256,435.595277318,497.430080963
IFITM1,9896.916452376,5896.014330301,7419.804506817
IFITM2,6499.374681885,6394.375083322,8070.38243715
IFNA1,26.0724309094,52.1014573517,37.7048593233
IFNA10,21.5222205869,43.0672017243,18.8319401271
IFNA16,99.694924569,173.1232960299,106.6345718693
IFNA2,18.8614334939,7.7611335446,13.7777897103
IFNA21,12.3596105439,14.5735655935,11.5531638544
IFNA5,97.613326069,167.0055351798,101.4796304553
IFNA6,60.9290365674,69.4539691754,72.310218871
IFNA8,21.1313770532,26.7491905855,25.3368509298
IFNAR1,180.7454052397,292.733465016,278.9912600988
IFNAR2,679.299146727,482.570700103,636.66919761
IFNB1,14.2513391996,18.1516534255,14.136056834
IFNG,932.5260690283,223.0329920753,199.4723034361
IFNGR1,1785.37526162,2570.842947705,3535.187382096
IFNGR2,1928.581379627,3435.145287167,4163.053193047
IFNW1,32.7874891888,66.6288071037,60.0506961186
IFRD1,442.810285687,1482.638021321,1649.063724956
IFRD2,656.204256039,810.61833953,535.701522309
IFT122,55.7712906514,38.7563575493,65.0158164269
IFT140,45.873883636,58.8323232135,50.3188455524
IFT20,529.332864301,704.880791218,504.851616174
IFT27,286.9883787,263.830901677,259.462108958
IFT46,345.206072802,370.716650677,349.015501202
IFT52,526.500160665,887.416153547,573.387333252
IFT57,259.5424543815,870.974338064,212.9979804613
IFT74,18.3193941656,21.9598865103,20.5319717128
IFT81,49.1111369394,89.9654843061,69.6710800168
IFT88,398.966308405,562.232147118,401.495139402
IGBP1,1454.718920979,1435.091658327,1017.88254373
IGF1,169.045271454,175.0135051597,400.8684636952
IGF1R,255.7844733446,267.5140573042,319.4749447718
IGF2AS,29.929146855,33.3518097271,35.3865082261
IGF2BP3,74.4242491649,189.626591557,152.5008576989
IGF2R,1738.27048429,1052.992812686,1828.341474221
IGFALS,104.3618596294,167.4921314384,168.1253125111
IGFBP1,41.1478952886,57.1049949162,37.9020538223
IGFBP2,154.4653226646,32.3602886805,95.6440921067
IGFBP3,79.6013914719,114.2316306829,85.0306533398
IGFBP4,498.3918412293,49.7804159645,822.1020387037
IGFBP5,65.94409195,82.7584475225,71.0802106035
IGFBP6,74.6059808549,130.0271240656,120.0529307955
IGFBP7,738.1766836621,179.24831901620001,467.9324754766
IGHD,239.3391369333,3774.1659915425,92.4591225172
IGHE,69.9477350556,416.7652304929,33.4899332392
IGHM,562.1560334625,8045.2005173896,213.1486204143
IGHMBP2,386.627384912,582.86653149000006,418.747138526
IGHV1-2,271.9867465137,1485.7235477787,117.5851923155
IGHV1-46,112.8203028698,833.5485497875,16.6101118604
IGHV1-69,324.0362738681,3484.0878850485,81.9802276026
IGHV3-23,258.2866740486,2878.4971965161,74.7101632826
IGHV3-72,67.792112778,497.8950973051,15.9302153327
IGHV3-73,13.4191617782,73.9769222804,4.6423146014
IGHV3-9,252.5325183464,2510.6015076587,54.6087332557
IGHV4-31,282.513783054,1120.1238719482,285.5401242646
IGHV4-34,165.8330850199,965.0808208708,106.0682818962
IGJ,353.4267295616,4331.2312874585,42.8532965254
IGKC,811.840830995,11577.8680130677,369.1549548416
IGKV1-37,33.9669155629,248.6349667014,18.9641646245
IGKV1D-8,103.5346250597,679.9751125281,39.8937611152
IGKV4-1,281.4921958275,2833.6297562066,14.3987269814
IGLL1,27.1270996191,25.5427438783,16.716988138
IGLL3P,523.4823733382,5684.8633956144,102.6522586424
IGLV1-40,344.0772169588,2328.1260666657,223.12275434
IGLV1-51,200.6555409213,1936.4331228318,25.3497377661
IGLV2-14,797.852925444,5247.780576889,531.83426967
IGLV3-10,144.1615893565,1045.9470362102,20.9740962561
IGLV3-19,221.5330945427,1520.3215602967,114.3715724224
IGLV3-25,97.3801917814,775.9343112924,5.5210948582
IGLV4-60,82.4455675801,456.1487358518,32.2513091654
IGLV5-45,134.1831200184,1107.1283394633,11.5615323535
IGLV6-57,140.7481517686,813.5791951109,74.2639838191
IGSF1,108.7256963279,135.7775371266,114.6981923752
IGSF3,159.35439522,230.048975674,214.970745271
IGSF6,928.4227493352,940.1611007605,1784.0562294958
IGSF9B,112.0579270171,147.4779740062,118.0742903807
IHH,138.796808291,172.7436609719,131.0039447753
IK,2473.4378485,2301.87390121,2207.51578957
IKBKAP,226.179160695,211.0963890948,182.751982693
IKBKB,362.1168893524,293.8447131802,355.6263162
IKBKE,451.435100522,436.610708847,448.365333298
IKZF1,912.153833261,814.483247271,608.897307105
IKZF2,119.7412094153,120.182781557,97.1826800591
IKZF3,174.102630951,189.1810942994,84.0926578653
IKZF4,114.2893548297,133.5644017704,127.0794228825
IKZF5,295.834209509,554.64504477,385.502689355
IL10,121.2449675471,139.7342122636,182.9588894888
IL10RA,4695.320607795,2023.360467921,3880.441071302
IL10RB,873.12045582,760.753912033,1067.668364312
IL11,82.4802030395,82.3804181035,82.9190344887
IL11RA,265.7691809219,181.1100114557,152.4029801527
IL12A,53.6178738891,90.8272424708,53.8644340204
IL12B,104.0855643197,150.3758341726,227.7967262563
IL12RB1,78.659105713,51.9570366737,47.508169815
IL12RB2,457.4983396133,31.3645980852,88.9313514044
IL13,138.5794879772,174.9875400073,132.926491058
IL13RA1,472.367872747,759.0912510257,1307.9852310177
IL13RA2,26.5743401735,68.8827045113,37.1316405275
IL15,259.6097898514,140.6939500415,268.628626676
IL15RA,552.6374900003,220.7309284303,611.5363135645
IL16,884.433393389,927.630457804,784.472932949
IL17A,21.2232036673,23.1105281129,16.3588680787
IL17B,9.3448538873,8.0045596167,9.355044673
IL17RA,1008.659375754,973.607741291,1271.992049122
IL17RB,300.1070288428,180.0870511675,273.3597565101
IL17RC,100.6277998371,66.0624917315,137.0838839519
IL18,120.1554680208,81.4585160069,177.1759878287
IL18R1,542.1280776095,571.1895256808,638.5465277012
IL18RAP,2589.1359392481,778.1256966343,1327.2269378457
IL19,111.1170263335,183.7036745781,114.1998216381
IL1A,145.6969692612,598.7965078486,607.7569205798
IL1B,686.4803813,2550.757818052,2542.146606522
IL1F5,112.3696978086,118.5061248004,118.7761474231
IL1F6,134.3911202365,122.2122092359,145.0169458122
IL1F7,11.7618536841,5.9590993969,9.6146999203
IL1F9,57.4515722337,114.927879642,79.4405959575
IL1R1,136.3013791743,151.3054983246,258.4800180109
IL1R2,170.4226811948,752.3272079021,1057.0888787905
IL1RAP,63.1202478645,178.7542113185,205.8291941338
IL1RAPL1,90.8651648652,151.390781759,114.8732735025
IL1RAPL2,241.7751618586,667.7571453413,335.980701212
IL1RL1,97.5960266343,339.6235075097,319.9227917018
IL1RL2,55.0703515442,53.0028837732,76.1372207085
IL1RN,915.0888324624,502.5237270073,1381.850621883
IL2,21.6280377164,22.9664754652,19.7243475475
IL20RA,28.3648278482,57.4736686561,31.385154236200002
IL21,143.5290006192,176.3293123503,108.2189735587
IL21R,271.9318326207,162.6240228825,179.9904350121
IL22,138.5842493834,265.1377463309,181.65844014339999
IL22RA1,164.918183599,254.84104028,171.19261365
IL23A,172.8441234879,223.5040159002,167.6609526755
IL24,54.6754732116,75.9550766087,62.5910284697
IL25,43.3914863138,90.0573856668,79.7797737946
IL26,20.925434101,12.491826723,8.5413257658
IL27RA,525.979693344,190.9989612346,242.28068599
IL2RA,790.6530061038,249.5392503808,676.5988081404
IL2RB,9247.784478472,1355.201796394,2225.492135823
IL2RG,5603.108149343,3398.413449077,2713.374511753
IL3,69.7056607668,73.5991811731,53.6188958281
IL32,1911.8587840071,422.9999376374,709.9048906226
IL33,24.5935449392,43.0046005472,31.0633558944
IL4,25.9155451926,25.8804258693,22.594799035
IL4R,1344.43750706,3552.527911089,2000.509165757
IL5,29.808950578,39.4082132809,42.9201315128
IL5RA,56.4876225686,203.3641051263,190.6059711983
IL6,273.3386412746,888.3414909952,847.9369821139
IL6R,359.6578766403,620.1730178868,731.5111183496
IL6ST,185.582395094,183.94271067,166.379204974
IL7,46.4739565464,140.7058802042,52.0696479323
IL7R,2059.7513639715,2473.653760531,1370.735097689
IL8,957.3008133472,3363.2843984144,4010.5156565268
IL9,227.2174774387,101.5917844801,28.0899889866
ILF2,1242.771946596,1118.7321630016,852.107326406
ILF3,759.267275306,836.252783038,588.262851184
ILK,1587.208500021,1302.518772958,1659.20578614
ILKAP,494.512518989,432.529148855,452.88857821
ILVBL,252.653227392,181.465372701,183.122803475
IMMT,1318.222129017,860.368306203,1054.161714286
IMP3,1125.053072149,1134.683537879,907.955666089
IMP4,559.109318454,373.7321031107,466.250266281
IMPA1,1383.342634966,1455.201698323,1563.60054314
IMPA2,336.8453632927,636.3122689797,860.2934801601
IMPACT,156.4549263615,192.852592327,181.2482484645
IMPAD1,282.880334054,201.7959927877,264.989977541
IMPDH1,746.065673053,1314.936482484,1528.956879527
IMPDH2,1473.844002934,1496.223648618,897.159096431
IMPG1,7.7456310868,4.4280696211,5.3488313276
IMPG2,40.0044028313,77.406215307,51.3826665125
INA,175.4857271646,290.7914896616,223.5313143484
INADL,27.93271868,37.5683713438,38.192060166
INCENP,57.643064894,34.5625852716,39.2999799891
INE1,161.1610171953,122.6591666589,171.7984575922
INF2,401.762111361,395.79167295,439.334861817
ING1,444.007310502,591.132260539,490.51879035
ING2,372.995729735,535.340050505,573.505984009
ING3,972.461390362,1023.165617317,724.263884202
ING4,389.561758036,328.247642137,371.483484934
INHA,120.4468792569,168.761917738,123.8088735893
INHBA,72.2001092582,125.5183423787,192.3095485399
INHBB,78.1288015281,168.7535753875,156.5599602868
INHBC,226.98386855,598.721284313,267.097493326
INHBE,38.4970706439,57.1881650411,46.6161660083
INO80B,174.4515610003,97.2880091786,119.9042213963
INO80D,214.776769035,292.770892484,217.733300322
INPP1,655.700397589,1085.198969439,1120.363411794
INPP4A,247.1447472304,192.1101441437,180.2408284794
INPP4B,249.0346645075,152.0844096366,99.9907940091
INPP5A,425.917387943,961.362197597,943.566966286
INPP5B,186.9409703843,147.2865719898,165.2447739394
INPP5D,1336.654120713,1390.793362152,1224.23881403
INPP5E,430.925269885,331.488978854,340.038725324
INPP5F,363.758491402,423.88500643,392.395512072
INPP5J,57.248319793,104.5552619834,47.6217681801
INPP5K,583.42701907,653.072544424,652.421333346
INPPL1,675.962255933,707.37466824,729.126241367
INS,5.0974852385,6.3918349481,6.8046465743
INSIG1,959.782819298,882.75981271,1211.294973711
INSIG2,448.288199879,290.575675363,478.294980636
INSL3,112.5910795981,97.7886432734,106.2114493563
INSL4,88.9192942394,194.786740497,156.3843191942
INSL5,74.1362445104,94.7181795611,86.4390594309
INSL6,13.7137279087,21.6396679688,18.7760279382
INSM1,45.9362629557,70.7880037118,99.9153483353
INSR,97.1740023524,108.2967445156,114.8504082073
